Legajo;Genero;Yr_ingreso;Yr_nacimiento;Edad_hoy;Edad_al_ingreso;Cantidad_de_hijos;Distancia_al_trabajo;Trabajo_flexible;Egreso_de_la_empresa;Nivel_formacion
141673;Hombre;2013;1977;42;36;1;63.00;Si;Si;Prim com
141674;Hombre;2013;1986;33;27;3;10.00;Si;Si;Prim inc
141675;Hombre;2013;1991;28;22;3;61.00;Si;Si;Prim inc
141676;Hombre;2013;1977;42;36;0;31.00;Si;Si;Sec com
141677;Hombre;2013;1985;34;28;2;55.00;Si;No;Prim inc
141678;Hombre;2013;1981;38;32;2;59.00;Si;Si;Prim com
141679;Mujer;2013;1976;43;37;4;69.00;No;Si;Prim com
141680;Hombre;2013;1989;30;24;1;18.00;Si;Si;Uni com
141681;Hombre;2013;1986;33;27;1;35.00;Si;Si;Sec com
141682;Mujer;2013;1983;36;30;0;47.00;No;No;Prim com
141683;Mujer;2013;1983;36;30;2;52.00;No;No;Prim com
141684;Hombre;2013;1977;42;36;0;23.00;Si;No;Prim inc
141685;Hombre;2013;1979;40;34;1;4.00;No;Si;Sec com
141686;Hombre;2013;1987;32;26;3;10.00;Si;No;Sec com
141687;Mujer;2013;1982;37;31;4;50.00;No;Si;Sec com
141688;Hombre;2013;1986;33;27;0;8.00;Si;Si;Sec com
141689;Mujer;2013;1989;30;24;0;36.00;No;No;Prim com
141690;Hombre;2013;1980;39;33;0;27.00;Si;No;Sec com
141691;Hombre;2013;1988;31;25;0;37.00;Si;No;Uni com
141692;Mujer;2013;1989;30;24;0;41.00;No;Si;Uni com
141693;Hombre;2013;1987;32;26;0;31.00;Si;No;Prim com
141694;Mujer;2013;1979;40;34;2;18.00;No;Si;Prim inc
141695;Mujer;2013;1991;28;22;0;69.00;No;Si;Uni com
141696;Hombre;2013;1987;32;26;1;9.00;Si;Si;Prim com
141697;Mujer;2013;1980;39;33;3;61.00;No;Si;Uni com
141698;Hombre;2013;1984;35;29;0;15.00;Si;No;Prim com
141699;Mujer;2013;1987;32;26;2;55.00;No;Si;Prim inc
141700;Mujer;2013;1987;32;26;2;26.00;No;Si;Prim inc
141701;Hombre;2013;1991;28;22;0;53.00;Si;No;Uni com
141702;Mujer;2013;1991;28;22;0;53.00;No;Si;Prim com
141703;Hombre;2013;1982;37;31;2;55.00;Si;Si;Prim inc
141704;Hombre;2013;1985;34;28;0;66.00;Si;Si;Uni com
141705;Mujer;2013;1978;41;35;0;18.00;No;Si;Prim com
141706;Mujer;2013;1977;42;36;2;47.00;No;No;Sec com
141707;Hombre;2013;1983;36;30;0;5.00;Si;Si;Prim inc
141708;Hombre;2013;1988;31;25;3;12.00;Si;Si;Prim inc
141709;Hombre;2013;1979;40;34;0;10.00;No;Si;Prim inc
141710;Mujer;2013;1976;43;37;3;51.00;No;Si;Prim com
141711;Hombre;2013;1990;29;23;1;3.00;Si;Si;Sec com
141712;Hombre;2013;1987;32;26;2;71.00;Si;No;Uni com
141713;Hombre;2013;1987;32;26;1;74.00;Si;Si;Prim com
141714;Hombre;2013;1980;39;33;0;61.00;Si;Si;Sec com
141715;Hombre;2013;1981;38;32;4;21.00;No;Si;Prim com
141716;Hombre;2013;1988;31;25;0;70.00;No;Si;Uni com
141717;Hombre;2013;1980;39;33;3;24.00;Si;Si;Prim inc
141718;Hombre;2013;1989;30;24;1;5.00;No;Si;Prim com
141719;Hombre;2013;1984;35;29;0;67.00;Si;No;Prim inc
141720;Mujer;2013;1987;32;26;2;42.00;No;No;Sec com
141721;Hombre;2013;1982;37;31;2;9.00;Si;Si;Uni com
141722;Hombre;2013;1990;29;23;1;14.00;No;Si;Prim com
141723;Hombre;2013;1977;42;36;0;1.00;No;Si;Sec com
141724;Mujer;2013;1985;34;28;2;39.00;No;No;Prim inc
141725;Hombre;2013;1985;34;28;0;67.00;Si;No;Prim com
141726;Hombre;2013;1990;29;23;1;24.00;Si;Si;Sec com
141727;Mujer;2013;1987;32;26;0;72.00;No;No;Prim inc
141728;Hombre;2013;1986;33;27;2;9.00;No;Si;Sec com
141729;Hombre;2013;1978;41;35;1;4.00;Si;Si;Sec com
141730;Hombre;2013;1983;36;30;2;61.00;Si;Si;Uni com
141731;Hombre;2013;1988;31;25;2;33.00;No;Si;Prim inc
141732;Hombre;2013;1985;34;28;0;37.00;No;Si;Prim com
141733;Mujer;2013;1976;43;37;1;54.00;Si;No;Uni com
141734;Hombre;2013;1984;35;29;2;3.00;No;Si;Prim com
141735;Hombre;2013;1984;35;29;0;61.00;No;Si;Uni com
141736;Hombre;2013;1989;30;24;1;17.00;No;Si;Uni com
141737;Hombre;2013;1976;43;37;4;41.00;No;Si;Prim inc
141738;Hombre;2013;1976;43;37;0;6.00;No;Si;Prim com
141739;Hombre;2013;1990;29;23;0;19.00;No;Si;Prim com
141740;Mujer;2013;1981;38;32;0;43.00;Si;No;Prim inc
141741;Hombre;2013;1989;30;24;3;18.00;No;Si;Prim inc
141742;Hombre;2013;1976;43;37;1;7.00;No;Si;Uni com
141743;Hombre;2013;1980;39;33;1;58.00;No;Si;Prim com
141744;Hombre;2013;1982;37;31;3;27.00;No;Si;Sec com
141745;Hombre;2013;1985;34;28;1;26.00;Si;Si;Prim com
141746;Hombre;2013;1984;35;29;2;12.00;Si;Si;Prim inc
141747;Hombre;2013;1982;37;31;1;25.00;No;Si;Prim com
141748;Mujer;2013;1986;33;27;2;69.00;No;No;Prim com
141749;Hombre;2013;1989;30;24;3;62.00;No;Si;Sec com
141750;Hombre;2013;1980;39;33;1;35.00;Si;Si;Uni com
141751;Hombre;2013;1987;32;26;2;65.00;No;Si;Prim com
141752;Mujer;2013;1985;34;28;1;67.00;Si;No;Uni com
141753;Mujer;2013;1978;41;35;1;51.00;Si;No;Prim com
141754;Hombre;2013;1978;41;35;0;32.00;No;Si;Uni com
141755;Hombre;2013;1990;29;23;1;71.00;Si;Si;Prim com
141756;Mujer;2013;1990;29;23;0;8.00;Si;No;Sec com
141757;Mujer;2013;1991;28;22;0;20.00;No;Si;Sec com
141758;Hombre;2013;1989;30;24;1;54.00;Si;Si;Prim inc
141759;Mujer;2013;1978;41;35;2;14.00;Si;No;Uni com
141760;Hombre;2013;1989;30;24;1;59.00;Si;Si;Prim com
141761;Hombre;2013;1985;34;28;0;52.00;Si;Si;Uni com
141762;Hombre;2013;1982;37;31;1;2.00;No;Si;Prim inc
141763;Mujer;2013;1976;43;37;1;60.00;No;Si;Sec com
141764;Mujer;2013;1985;34;28;1;3.00;No;No;Prim inc
141765;Hombre;2013;1986;33;27;2;21.00;Si;Si;Prim inc
141766;Hombre;2013;1978;41;35;0;3.00;Si;Si;Prim inc
141767;Hombre;2013;1977;42;36;3;60.00;Si;Si;Sec com
141768;Hombre;2013;1979;40;34;2;66.00;Si;Si;Prim inc
141769;Mujer;2013;1991;28;22;2;47.00;No;Si;Uni com
141770;Hombre;2013;1987;32;26;3;52.00;Si;Si;Prim com
141771;Mujer;2013;1982;37;31;0;28.00;No;No;Prim inc
141772;Mujer;2013;1981;38;32;2;74.00;No;Si;Uni com
141773;Mujer;2013;1986;33;27;2;25.00;Si;No;Prim com
141774;Mujer;2013;1977;42;36;3;45.00;No;No;Uni com
141775;Mujer;2013;1987;32;26;0;53.00;No;Si;Uni com
141776;Hombre;2013;1985;34;28;2;14.00;Si;Si;Prim com
141777;Mujer;2013;1991;28;22;0;67.00;Si;No;Prim com
141778;Mujer;2013;1976;43;37;0;58.00;No;Si;Prim inc
141779;Hombre;2013;1976;43;37;2;56.00;Si;Si;Prim com
141780;Mujer;2013;1977;42;36;3;45.00;Si;No;Uni com
141781;Mujer;2013;1988;31;25;2;57.00;Si;No;Prim inc
141782;Hombre;2013;1977;42;36;3;47.00;Si;Si;Uni com
141783;Hombre;2013;1988;31;25;0;59.00;Si;Si;Sec com
141784;Hombre;2013;1982;37;31;0;57.00;Si;Si;Uni com
141785;Mujer;2013;1989;30;24;3;65.00;No;No;Prim com
141786;Hombre;2013;1989;30;24;2;68.00;Si;Si;Sec com
141787;Mujer;2013;1984;35;29;0;43.00;No;No;Prim inc
141788;Mujer;2013;1979;40;34;4;36.00;Si;No;Uni com
141789;Hombre;2013;1977;42;36;3;60.00;Si;Si;Uni com
141790;Mujer;2013;1989;30;24;2;72.00;No;No;Sec com
141791;Mujer;2013;1980;39;33;0;14.00;Si;No;Prim com
141792;Mujer;2013;1991;28;22;0;9.00;Si;No;Sec com
141793;Hombre;2013;1988;31;25;0;26.00;Si;Si;Prim com
141794;Mujer;2013;1983;36;30;1;11.00;Si;No;Prim com
141795;Hombre;2013;1982;37;31;3;68.00;Si;Si;Sec com
141796;Hombre;2013;1981;38;32;2;50.00;Si;Si;Sec com
141797;Mujer;2013;1986;33;27;2;6.00;No;No;Prim inc
141798;Mujer;2013;1991;28;22;0;58.00;No;No;Prim com
141799;Mujer;2013;1981;38;32;3;3.00;Si;No;Uni com
141800;Mujer;2013;1989;30;24;0;54.00;No;No;Prim com
141801;Mujer;2013;1976;43;37;0;39.00;Si;No;Prim inc
141802;Hombre;2013;1990;29;23;2;36.00;Si;Si;Prim inc
141803;Mujer;2013;1976;43;37;4;40.00;No;Si;Prim inc
141804;Mujer;2013;1990;29;23;1;63.00;No;Si;Sec com
141805;Hombre;2013;1988;31;25;3;34.00;Si;Si;Prim inc
141806;Mujer;2013;1976;43;37;1;58.00;Si;Si;Uni com
141807;Mujer;2013;1990;29;23;0;29.00;No;Si;Prim com
141808;Hombre;2013;1986;33;27;0;10.00;No;Si;Uni com
141809;Hombre;2013;1976;43;37;0;11.00;Si;No;Prim com
141810;Mujer;2013;1982;37;31;0;29.00;No;Si;Uni com
141811;Mujer;2013;1981;38;32;0;51.00;No;Si;Prim inc
141812;Mujer;2013;1984;35;29;2;66.00;No;Si;Uni com
141813;Hombre;2013;1980;39;33;2;27.00;Si;No;Prim com
141814;Hombre;2013;1982;37;31;2;74.00;No;No;Sec com
141815;Mujer;2013;1982;37;31;4;39.00;No;Si;Prim com
141816;Mujer;2013;1976;43;37;2;28.00;No;Si;Uni com
141817;Mujer;2013;1987;32;26;1;30.00;Si;Si;Sec com
141818;Hombre;2013;1991;28;22;3;46.00;Si;No;Uni com
141819;Hombre;2013;1981;38;32;1;14.00;Si;No;Prim inc
141820;Hombre;2013;1981;38;32;0;75.00;No;No;Sec com
141821;Hombre;2013;1988;31;25;0;54.00;Si;No;Uni com
141822;Mujer;2013;1976;43;37;1;70.00;No;Si;Uni com
141823;Hombre;2013;1982;37;31;2;24.00;No;No;Uni com
141824;Mujer;2013;1977;42;36;4;64.00;Si;Si;Sec com
141825;Hombre;2013;1990;29;23;2;42.00;Si;No;Sec com
141826;Hombre;2013;1978;41;35;1;40.00;No;No;Uni com
141827;Hombre;2013;1984;35;29;1;63.00;No;No;Sec com
141828;Hombre;2013;1990;29;23;2;22.00;No;Si;Uni com
141829;Hombre;2013;1976;43;37;0;37.00;No;Si;Uni com
141830;Mujer;2013;1987;32;26;0;49.00;Si;Si;Prim com
141831;Hombre;2013;1979;40;34;1;67.00;Si;No;Sec com
141832;Mujer;2013;1990;29;23;0;70.00;Si;Si;Sec com
141833;Hombre;2013;1983;36;30;1;7.00;Si;Si;Sec com
141834;Hombre;2013;1985;34;28;1;69.00;Si;No;Uni com
141835;Hombre;2013;1976;43;37;4;60.00;No;No;Sec com
141836;Hombre;2013;1990;29;23;1;43.00;No;Si;Prim com
141837;Hombre;2013;1989;30;24;3;41.00;No;No;Prim inc
141838;Hombre;2013;1983;36;30;0;24.00;No;Si;Prim inc
141839;Mujer;2013;1991;28;22;1;70.00;Si;Si;Uni com
141840;Hombre;2013;1990;29;23;0;36.00;Si;No;Prim inc
141841;Mujer;2013;1988;31;25;3;14.00;Si;Si;Sec com
141842;Hombre;2013;1986;33;27;0;25.00;Si;No;Prim com
141843;Hombre;2013;1986;33;27;2;61.00;No;Si;Prim inc
141844;Hombre;2013;1985;34;28;2;30.00;Si;No;Prim com
141845;Hombre;2013;1987;32;26;0;11.00;No;Si;Sec com
141846;Hombre;2013;1983;36;30;0;28.00;No;No;Prim inc
141847;Hombre;2013;1979;40;34;3;2.00;No;Si;Sec com
141848;Hombre;2013;1985;34;28;0;47.00;No;No;Prim com
141849;Hombre;2013;1988;31;25;1;70.00;Si;No;Uni com
141850;Hombre;2013;1990;29;23;1;11.00;Si;No;Uni com
141851;Mujer;2013;1981;38;32;1;50.00;Si;Si;Prim com
141852;Hombre;2013;1989;30;24;0;52.00;No;No;Sec com
141853;Hombre;2013;1980;39;33;1;3.00;Si;Si;Prim inc
141854;Hombre;2013;1984;35;29;1;37.00;Si;No;Uni com
141855;Hombre;2013;1978;41;35;1;14.00;Si;No;Prim inc
141856;Hombre;2013;1979;40;34;2;2.00;No;Si;Prim com
141857;Hombre;2013;1976;43;37;3;34.00;No;Si;Prim com
141858;Hombre;2013;1980;39;33;0;8.00;No;Si;Sec com
141859;Hombre;2013;1977;42;36;1;2.00;No;Si;Uni com
141860;Hombre;2013;1978;41;35;2;48.00;No;No;Uni com
141861;Hombre;2013;1978;41;35;4;64.00;Si;No;Uni com
141862;Mujer;2013;1979;40;34;2;48.00;Si;Si;Prim com
141863;Mujer;2013;1987;32;26;0;14.00;Si;Si;Prim com
141864;Hombre;2013;1990;29;23;0;52.00;Si;No;Sec com
141865;Hombre;2013;1979;40;34;2;68.00;No;No;Uni com
141866;Hombre;2013;1980;39;33;2;65.00;No;No;Sec com
141867;Mujer;2013;1976;43;37;2;17.00;Si;Si;Prim com
141868;Mujer;2013;1986;33;27;0;40.00;Si;Si;Prim com
141869;Hombre;2013;1990;29;23;0;57.00;No;Si;Sec com
141870;Hombre;2013;1981;38;32;2;10.00;Si;Si;Prim inc
141871;Hombre;2013;1985;34;28;2;7.00;Si;Si;Prim com
141872;Mujer;2013;1979;40;34;0;28.00;Si;Si;Prim com
141873;Mujer;2013;1988;31;25;2;53.00;Si;Si;Uni com
141874;Mujer;2013;1989;30;24;2;44.00;Si;Si;Sec com
141875;Hombre;2013;1978;41;35;3;15.00;No;Si;Prim inc
141876;Hombre;2013;1986;33;27;0;59.00;No;No;Uni com
141877;Hombre;2013;1989;30;24;2;72.00;No;Si;Uni com
141878;Hombre;2013;1987;32;26;1;32.00;Si;No;Prim com
141879;Hombre;2013;1980;39;33;0;3.00;Si;Si;Uni com
141880;Hombre;2013;1990;29;23;0;45.00;Si;No;Sec com
141881;Mujer;2013;1991;28;22;0;2.00;No;No;Sec com
141882;Hombre;2013;1976;43;37;1;14.00;No;Si;Prim inc
141883;Hombre;2013;1979;40;34;1;64.00;No;Si;Sec com
141884;Mujer;2013;1990;29;23;0;10.00;Si;Si;Uni com
141885;Hombre;2013;1991;28;22;1;42.00;No;No;Uni com
141886;Hombre;2013;1980;39;33;0;32.00;Si;Si;Prim com
141887;Hombre;2013;1981;38;32;2;50.00;No;Si;Sec com
141888;Hombre;2013;1976;43;37;0;75.00;No;No;Prim inc
141889;Hombre;2013;1990;29;23;1;1.00;Si;Si;Prim com
141890;Hombre;2013;1985;34;28;2;40.00;Si;No;Uni com
141891;Hombre;2013;1980;39;33;1;14.00;No;No;Sec com
141892;Hombre;2013;1990;29;23;2;29.00;Si;No;Prim com
141893;Hombre;2013;1987;32;26;0;40.00;Si;No;Prim com
141894;Hombre;2013;1991;28;22;0;68.00;Si;Si;Prim inc
141895;Hombre;2013;1976;43;37;4;73.00;No;Si;Uni com
141896;Hombre;2013;1982;37;31;3;11.00;Si;Si;Prim inc
141897;Mujer;2013;1976;43;37;4;28.00;No;Si;Sec com
141898;Hombre;2013;1983;36;30;0;65.00;Si;No;Prim inc
141899;Hombre;2013;1979;40;34;1;64.00;Si;No;Uni com
141900;Hombre;2013;1983;36;30;3;59.00;Si;Si;Uni com
141901;Mujer;2013;1983;36;30;2;39.00;No;Si;Prim inc
141902;Hombre;2013;1988;31;25;0;28.00;No;No;Uni com
141903;Mujer;2013;1977;42;36;1;72.00;Si;No;Prim inc
141904;Mujer;2013;1990;29;23;1;11.00;Si;No;Sec com
141905;Hombre;2013;1979;40;34;1;28.00;No;No;Prim com
141906;Mujer;2013;1979;40;34;0;39.00;Si;No;Sec com
141907;Hombre;2013;1985;34;28;0;28.00;No;No;Uni com
141908;Mujer;2013;1977;42;36;2;26.00;Si;No;Prim inc
141909;Mujer;2013;1985;34;28;0;67.00;Si;No;Uni com
141910;Hombre;2013;1977;42;36;0;64.00;No;No;Uni com
141911;Mujer;2013;1986;33;27;0;55.00;Si;No;Prim com
141912;Mujer;2013;1982;37;31;2;16.00;No;Si;Uni com
141913;Hombre;2013;1986;33;27;2;72.00;No;No;Uni com
141914;Hombre;2013;1986;33;27;1;13.00;No;No;Uni com
141915;Hombre;2013;1985;34;28;1;46.00;Si;Si;Prim com
141916;Mujer;2013;1977;42;36;3;61.00;Si;No;Uni com
141917;Hombre;2013;1991;28;22;3;37.00;Si;Si;Sec com
141918;Hombre;2013;1977;42;36;4;18.00;Si;Si;Uni com
141919;Mujer;2013;1984;35;29;2;53.00;No;Si;Uni com
141920;Mujer;2013;1980;39;33;3;47.00;No;Si;Uni com
141921;Mujer;2013;1981;38;32;1;72.00;No;Si;Prim com
141922;Mujer;2013;1982;37;31;1;57.00;No;Si;Sec com
141923;Hombre;2013;1988;31;25;0;54.00;No;No;Sec com
141924;Hombre;2013;1985;34;28;0;2.00;No;Si;Sec com
141925;Mujer;2013;1978;41;35;1;49.00;Si;No;Uni com
141926;Hombre;2013;1988;31;25;3;38.00;Si;Si;Uni com
141927;Hombre;2013;1983;36;30;1;61.00;Si;Si;Sec com
141928;Mujer;2013;1981;38;32;1;24.00;Si;No;Uni com
141929;Mujer;2013;1985;34;28;0;14.00;Si;No;Uni com
141930;Hombre;2013;1985;34;28;3;12.00;Si;Si;Sec com
141931;Hombre;2013;1986;33;27;1;25.00;No;No;Prim com
141932;Mujer;2013;1978;41;35;0;28.00;No;Si;Prim com
141933;Hombre;2013;1988;31;25;2;23.00;Si;Si;Sec com
141934;Hombre;2013;1977;42;36;4;15.00;Si;Si;Sec com
141935;Mujer;2013;1980;39;33;4;38.00;No;Si;Uni com
141936;Mujer;2013;1987;32;26;2;21.00;No;Si;Prim inc
141937;Mujer;2013;1986;33;27;1;5.00;Si;No;Prim inc
141938;Mujer;2013;1979;40;34;3;9.00;Si;No;Sec com
141939;Mujer;2013;1980;39;33;0;13.00;Si;No;Sec com
141940;Hombre;2013;1985;34;28;2;6.00;No;Si;Uni com
141941;Mujer;2013;1982;37;31;2;24.00;Si;No;Sec com
141942;Mujer;2013;1991;28;22;0;70.00;No;Si;Uni com
141943;Mujer;2013;1984;35;29;3;46.00;No;Si;Prim inc
141944;Mujer;2013;1990;29;23;1;58.00;No;Si;Prim inc
141945;Mujer;2013;1991;28;22;0;6.00;Si;No;Sec com
141946;Hombre;2013;1983;36;30;2;1.00;No;Si;Sec com
141947;Hombre;2013;1988;31;25;0;42.00;No;No;Sec com
141948;Mujer;2013;1984;35;29;2;47.00;No;Si;Uni com
141949;Mujer;2013;1982;37;31;3;18.00;No;Si;Prim inc
141950;Mujer;2013;1981;38;32;0;54.00;Si;No;Prim com
141951;Hombre;2013;1986;33;27;0;47.00;No;No;Prim com
141952;Hombre;2013;1987;32;26;1;68.00;Si;Si;Sec com
141953;Mujer;2013;1976;43;37;1;27.00;No;Si;Prim inc
141954;Hombre;2013;1980;39;33;4;35.00;Si;Si;Prim inc
141955;Mujer;2013;1991;28;22;2;30.00;No;Si;Prim inc
141956;Hombre;2013;1984;35;29;0;39.00;No;No;Prim com
141957;Hombre;2013;1979;40;34;2;19.00;No;Si;Prim inc
141958;Hombre;2013;1982;37;31;2;44.00;No;No;Sec com
141959;Hombre;2013;1979;40;34;1;39.00;Si;Si;Prim inc
141960;Hombre;2013;1986;33;27;3;67.00;Si;Si;Sec com
141961;Hombre;2013;1983;36;30;3;55.00;Si;Si;Uni com
141962;Mujer;2013;1988;31;25;0;6.00;Si;No;Prim com
141963;Hombre;2013;1984;35;29;1;8.00;Si;Si;Prim com
141964;Hombre;2013;1983;36;30;2;16.00;Si;Si;Sec com
141965;Hombre;2013;1988;31;25;2;75.00;No;Si;Sec com
141966;Hombre;2013;1983;36;30;0;2.00;No;Si;Prim com
141967;Mujer;2013;1984;35;29;0;13.00;Si;No;Uni com
141968;Mujer;2013;1977;42;36;2;73.00;Si;No;Uni com
141969;Hombre;2013;1991;28;22;0;1.00;No;Si;Prim com
141970;Hombre;2013;1980;39;33;2;62.00;No;No;Prim com
141971;Hombre;2013;1989;30;24;0;39.00;Si;Si;Uni com
141972;Mujer;2013;1976;43;37;0;67.00;Si;No;Uni com
141973;Hombre;2013;1988;31;25;0;34.00;Si;Si;Sec com
141974;Mujer;2013;1976;43;37;1;62.00;Si;No;Uni com
141975;Mujer;2013;1980;39;33;0;23.00;Si;No;Prim inc
141976;Mujer;2013;1987;32;26;2;73.00;Si;No;Sec com
141977;Hombre;2013;1979;40;34;2;29.00;Si;Si;Prim com
141978;Hombre;2013;1984;35;29;0;61.00;No;No;Uni com
141979;Hombre;2013;1987;32;26;0;34.00;No;No;Sec com
141980;Hombre;2013;1978;41;35;4;19.00;Si;Si;Prim com
141981;Hombre;2013;1986;33;27;2;23.00;Si;Si;Sec com
141982;Hombre;2013;1988;31;25;2;40.00;No;No;Prim inc
141983;Mujer;2013;1986;33;27;0;58.00;Si;No;Uni com
141984;Hombre;2013;1985;34;28;1;71.00;No;No;Prim com
141985;Hombre;2013;1991;28;22;0;11.00;No;Si;Prim com
141986;Hombre;2013;1989;30;24;0;63.00;Si;Si;Sec com
141987;Hombre;2013;1976;43;37;2;47.00;No;Si;Sec com
141988;Hombre;2013;1991;28;22;0;2.00;Si;Si;Sec com
141989;Mujer;2013;1987;32;26;1;65.00;Si;No;Sec com
141990;Hombre;2013;1990;29;23;0;7.00;Si;Si;Uni com
141991;Hombre;2013;1983;36;30;0;42.00;Si;Si;Prim com
141992;Hombre;2013;1977;42;36;0;25.00;Si;Si;Prim inc
141993;Hombre;2013;1987;32;26;1;26.00;No;No;Prim inc
141994;Hombre;2013;1980;39;33;0;8.00;No;Si;Prim inc
141995;Hombre;2013;1989;30;24;0;61.00;Si;Si;Sec com
141996;Hombre;2013;1981;38;32;2;15.00;Si;Si;Prim com
141997;Hombre;2013;1977;42;36;3;21.00;Si;Si;Prim com
141998;Hombre;2013;1980;39;33;0;74.00;No;No;Sec com
141999;Hombre;2013;1984;35;29;0;64.00;Si;Si;Prim inc
142000;Hombre;2013;1988;31;25;1;71.00;Si;Si;Uni com
142001;Hombre;2013;1989;30;24;2;32.00;No;Si;Sec com
142002;Hombre;2013;1977;42;36;3;27.00;No;Si;Sec com
142003;Hombre;2013;1977;42;36;1;67.00;No;Si;Uni com
142004;Hombre;2013;1985;34;28;2;5.00;No;Si;Prim com
142005;Hombre;2013;1986;33;27;0;12.00;No;Si;Sec com
142006;Mujer;2013;1986;33;27;1;61.00;No;No;Uni com
142007;Hombre;2013;1980;39;33;0;38.00;Si;Si;Prim inc
142008;Hombre;2013;1988;31;25;0;47.00;Si;Si;Sec com
142009;Hombre;2013;1976;43;37;2;6.00;Si;Si;Uni com
142010;Hombre;2013;1982;37;31;4;50.00;No;Si;Sec com
142011;Hombre;2013;1987;32;26;0;57.00;No;Si;Uni com
142012;Hombre;2013;1988;31;25;3;67.00;No;Si;Uni com
142013;Hombre;2013;1978;41;35;4;72.00;Si;Si;Uni com
142014;Mujer;2013;1977;42;36;0;12.00;No;No;Sec com
142015;Mujer;2013;1988;31;25;0;23.00;No;No;Uni com
142016;Hombre;2013;1978;41;35;0;38.00;Si;Si;Prim com
142017;Hombre;2013;1977;42;36;2;19.00;No;Si;Prim inc
142018;Hombre;2013;1979;40;34;4;25.00;Si;Si;Uni com
142019;Hombre;2013;1982;37;31;2;24.00;Si;Si;Prim inc
142020;Hombre;2013;1991;28;22;1;10.00;No;Si;Uni com
142021;Hombre;2013;1980;39;33;0;5.00;Si;Si;Sec com
142022;Hombre;2013;1976;43;37;1;26.00;Si;Si;Prim com
142023;Hombre;2013;1980;39;33;4;15.00;Si;Si;Prim com
142024;Hombre;2013;1987;32;26;0;4.00;No;Si;Prim com
142025;Hombre;2013;1989;30;24;0;4.00;No;Si;Prim com
142026;Mujer;2013;1989;30;24;0;63.00;No;No;Prim com
142027;Hombre;2013;1981;38;32;2;45.00;Si;Si;Uni com
142028;Mujer;2013;1986;33;27;0;7.00;Si;No;Sec com
142029;Hombre;2013;1983;36;30;0;29.00;No;Si;Prim inc
142030;Hombre;2013;1983;36;30;2;13.00;No;Si;Sec com
142031;Mujer;2013;1986;33;27;0;18.00;Si;No;Prim com
142032;Mujer;2013;1984;35;29;0;26.00;No;No;Prim com
142033;Mujer;2013;1988;31;25;0;74.00;Si;No;Uni com
142034;Mujer;2013;1979;40;34;2;48.00;Si;No;Prim inc
142035;Hombre;2013;1976;43;37;4;16.00;No;Si;Uni com
142036;Mujer;2013;1991;28;22;3;36.00;No;No;Prim com
142037;Hombre;2013;1986;33;27;1;21.00;No;Si;Sec com
142038;Mujer;2013;1979;40;34;2;3.00;Si;No;Uni com
142039;Hombre;2013;1984;35;29;2;25.00;No;Si;Uni com
142040;Hombre;2013;1985;34;28;0;14.00;No;Si;Uni com
142041;Mujer;2013;1978;41;35;1;6.00;No;No;Prim inc
142042;Mujer;2013;1985;34;28;1;48.00;Si;No;Sec com
142043;Hombre;2013;1980;39;33;1;34.00;No;Si;Uni com
142044;Hombre;2013;1984;35;29;0;35.00;No;Si;Prim inc
142045;Hombre;2013;1979;40;34;4;8.00;No;Si;Prim com
142046;Mujer;2013;1983;36;30;1;14.00;Si;No;Uni com
142047;Mujer;2013;1987;32;26;1;7.00;No;No;Uni com
142048;Mujer;2013;1977;42;36;0;33.00;Si;No;Sec com
142049;Hombre;2013;1979;40;34;0;65.00;Si;Si;Sec com
142050;Mujer;2013;1983;36;30;1;24.00;No;No;Prim inc
142051;Mujer;2013;1983;36;30;1;74.00;Si;No;Prim inc
142052;Hombre;2013;1989;30;24;2;7.00;No;Si;Uni com
142053;Hombre;2013;1978;41;35;0;35.00;Si;Si;Prim inc
142054;Mujer;2013;1980;39;33;0;26.00;Si;No;Uni com
142055;Mujer;2013;1978;41;35;1;58.00;No;No;Prim inc
142056;Mujer;2013;1988;31;25;0;74.00;No;No;Prim com
142057;Hombre;2013;1984;35;29;1;15.00;Si;Si;Sec com
142058;Hombre;2013;1976;43;37;3;12.00;No;Si;Prim inc
142059;Mujer;2013;1980;39;33;3;48.00;No;No;Uni com
142060;Mujer;2013;1991;28;22;0;19.00;No;No;Prim inc
142061;Mujer;2013;1980;39;33;2;39.00;Si;No;Sec com
142062;Hombre;2013;1984;35;29;0;31.00;Si;Si;Prim com
142063;Hombre;2013;1988;31;25;0;16.00;No;Si;Prim com
142064;Mujer;2013;1987;32;26;0;56.00;No;Si;Sec com
142065;Hombre;2013;1987;32;26;2;17.00;Si;Si;Prim inc
142066;Hombre;2013;1986;33;27;0;8.00;Si;Si;Uni com
142067;Mujer;2013;1986;33;27;2;33.00;No;Si;Prim inc
142068;Hombre;2013;1991;28;22;2;57.00;Si;Si;Prim com
142069;Mujer;2013;1982;37;31;1;73.00;Si;No;Sec com
142070;Mujer;2013;1988;31;25;0;56.00;Si;No;Uni com
142071;Mujer;2013;1980;39;33;0;29.00;No;Si;Prim inc
142072;Mujer;2013;1986;33;27;3;32.00;No;Si;Sec com
142073;Mujer;2013;1985;34;28;1;16.00;No;Si;Prim com
142074;Mujer;2013;1978;41;35;0;28.00;Si;No;Uni com
142075;Mujer;2013;1987;32;26;0;14.00;No;Si;Sec com
142076;Mujer;2013;1980;39;33;3;44.00;No;No;Prim com
